id,clean_message,majority_vote,relevant_pieces,classification,confidence,reasoning
13298577_gab,yeah who knows maybe or hes just mentally retarded,hate speech,retarded,hate speech,85.0,"The term 'mentally retarded' is considered derogatory and offensive, and its use in this context suggests a negative judgment about someone's mental capacity, which can be classified as hate speech."
20531142_gab,i am starting to think it the jews 👀,normal,the jews,hate speech,95.0,"The message implies a negative stereotype about Jews, suggesting a conspiratorial or harmful view, which is characteristic of hate speech."
14811410_gab,mead mutton and a proper medieval mace ball we can take a roman bath afterwards as if you do not wash greasy kike blood off within a certain period of time the parasites they carry are very hard to dislodge,normal,kike,hate speech,95.0,"The message contains derogatory language directed at a specific ethnic group ('kike'), and it implies violence and dehumanization ('greasy kike blood' and 'parasites'). This clearly falls under hate speech as it promotes hatred and violence against a particular group."
4545816_gab,imagine if someone wrote a  page racial history of jews white interactions in europe and casually noticed that millions of jews had been baptized and became faithful productive citizens that reversed is what i hold e michael jones has done teamwhite,normal,,normal,85.0,The message discusses a historical perspective on Jewish and white interactions in Europe without using derogatory language or promoting hate. It appears to be an academic or analytical statement rather than hate speech.
16980692_gab,post that kike star again and you can wear them in the oven,normal,kike,hate speech,95.0,"The message contains a derogatory term 'kike' which is an anti-Semitic slur, and the reference to wearing them in the oven is a clear allusion to the Holocaust, indicating a violent and hateful sentiment towards Jewish people."
21749687_gab,atomaweapon is a puny faggot trying to be big shit asking billshit questions to dodge the subject,normal,faggot billshit,hate speech,85.0,"The message uses derogatory language ('faggot') to insult an individual, which is a clear indication of hate speech targeting a specific group based on sexual orientation."
1107384378328563713_twitter,you ’ re retarded if you believe this,hate speech,retarded,hate speech,85.0,"The term 'retarded' is used in a derogatory manner to insult someone's intelligence, which can be considered hate speech as it targets individuals based on perceived mental capacity."
1179093059931377666_twitter,bouta put my professor on queer eye cuz this bitch can not dress,hate speech,bitch,normal,85.0,The message expresses a personal opinion about someone's dressing style and does not contain any derogatory terms or hate towards a specific group. It appears to be a humorous or light-hearted comment rather than hate speech.
15864537_gab,please address the issue of white kids quotations for obvious reasons being raped all across the uk by muslim grooming gangs rotherham is but one city where this is happening but there are many many others and yes this is still continuing and still not being addressed by the police,normal,being raped all across the uk by muslim grooming gangs,hate speech,85.0,"The message promotes a harmful stereotype about Muslims, suggesting that they are involved in widespread criminal behavior, specifically targeting white children. This type of rhetoric can incite fear and hatred towards a specific group based on the actions of a few individuals, which is characteristic of hate speech."
4805316_gab,or white black on gay black on white black on trump violence is common the media schools and gov will have you believe it is the opposite,hate speech,black on gay black on white,hate speech,85.0,"The message implies a narrative that suggests violence is prevalent among specific racial and political groups, which can perpetuate harmful stereotypes and incite division. The phrasing indicates a bias against certain groups, particularly in the context of race and political affiliation."
