id,clean_message,majority_vote,relevant_pieces
15648625_gab,i did not watch that far i saw men in skirts got pissed and shut it off you know all the muzzies were standing around laughing their asses off at those dumb fucking cucktard faggots you know who doesn t wear skirts me,normal,muzzies dumb fucking cucktard faggots
12720505_gab,clint eastwood is a conservative director i think he used to fuck a nigger though is used to fuck a nigger proper grammar i am having an appalachian moment,normal,nigger
10122399_gab,wapo spelled illegal wrong one of the undocumented immigrants who died in a stifling tractor trailer here saturday was a  year old who grew up in northern virginia graduated from a fairfax county hs before getting in trouble with law being deported to his native guatemala lifelong criminal,hate speech,
19138070_gab,once again the first lady of the ghetto shows us all exactly what ungrateful ghetto trash looks like,hate speech,ghetto ghetto
20087644_gab,soldiers and police of europe are betraying their countries helping the jews impose the communist nwo in exchange for their paycheks lots of them are in reality bolsheviks not real soldiers or police men,hate speech,jews impose the communist bolsheviks
2008149_gab,anyone who thinks being gay is worth celebrating is borderline insane speakfreely,hate speech,being gay is worth celebrating is borderline
1178874018016956418_twitter,fuck you all dykes,normal,dykes
1079178984200564736_twitter,you did hear about the police officer getting killed in california by illegal immigrant you need to build the wall,hate speech,illegal immigrant
1178822496205889538_twitter,u can rent a hoe but u can not buy a bitch,hate speech,hoe
12959137_gab,blacktivists ignorantly demand that white people who do not and have not owned slaves need to pay reparations to black people who are not and have not been slaves how bout you just get jobs and pay for your own shit ghetto rats,normal,blacktivists ghetto rats
16825784_gab,of white women are just awful,hate speech,of white women are just awful
2457842_gab,you can call me extremist degenerate deplorable kk whitest or whatever other name you like immigrants have taken what few job american have and corrupt politicians and corporation have taken the rest so do not give us any of this poor immigrant crap then use our taxes to support them,normal,immigrants corrupt politicians and corporation poor immigrant
21522350_gab,why is this fat black niggress so upset get off those cupcakes you fat bitch,normal,niggress bitch
17564174_gab,lol i live in a white nigger ghetto i claim no white niggerhood as a former english teacher i slum when i feel choose unlike my fellow city rats for whom its their only mode of comm,normal,nigger
25571282_gab,yeah i watched that shit this is america i have no fucking idea what his point was i suspect that the message is thc dependent if you do not have enough in your system it just looks like a bunch of ghetto bullshit,hate speech,ghetto bullshit
16397101_gab,well cuz da jews suck dose babydicks,normal,jews suck dose babydicks
17261158_gab,every time neocohens and neolibshits bomb a moslem country into holding elections an islamist party inevitably wins the idea that the majority of iranians want anything other than an islamic theocracy is just empirically groundless what we are seeing on iran streets is just a vocal minority,hate speech,
15824604_gab,did not you have to leave for work hours ago you shit tier kike lol tell your hooknosed bosses to send someone better before your shift ends,normal,kike
17439443_gab,gays love communism and especially islam they want to try to see if they can fly of tall buildings with a pack of carpet kissers helping them just to show they are not racist lol,normal,carpet kissers
1178843027747606528_twitter,🤡 clownery luv i swear coons need to stop being submissive to white people,normal,coons
287620657783656449_twitter,funfact genghis khan killed more people than the holocaust did,hate speech,holocaust
17653167_gab,thirld world migrants are only deported from sweden if they commit really serious crimes such as questioning the number of jews gassed recycled into lampshades in the alleged holocaust,hate speech,number of jews gassed recycled into lampshades in the alleged holocaust
13941614_gab,if famous black millionaire athletes can not love this country that pretty decisive proof that blacks will never peaceably coexist w whites,hate speech,blacks will never peaceably coexist w whites
21210654_gab,and whatever leftist or muslim piece of shit downvoted this post let me be clear you can go fuck your mother after you admit that the so called prophet muhammad was a pervert and a fool britainfirst freejaydafransen freepaulgolding,normal,
1104694076274761728_twitter,my laptop freeze after freeze the ghetto 😷,hate speech,ghetto
1179085970588815360_twitter,as if it only okay when you are a cute gay boy or a handsome one or a pretty girl or a hot ass dyke or you are a fishy queen,hate speech,dyke
1178873953332465664_twitter,that gay that what it is what is that faggotry,hate speech,faggotry
16600919_gab,goat fucking woman beating child raping sand niggers everywhere,normal,goat fucking woman beating child raping sand niggers
26871375_gab,ibor is dumb boomer kike shill proposition only paul nehlen shall not censor is worth a while,normal,kike
24770559_gab,i thought wendy wasserman schultz was one ugly jewess where do they dig these disgusting jews up from they are caricatures of humans michellewolf journalists killjournalists,normal,ugly jewess disgusting jews they are caricatures of humans killjournalists
20529027_gab,kill nigger like love,normal,nigger
14441354_gab,when you wanna be white really really bad but you are just a fucking wetback,normal,wetback
1178863549692743683_twitter,going to start exercising my constitutional right call people dumb faggots in public,normal,faggots
19518668_gab,typical asians do not complain nearly as much as blacks do about the world being unfair they just do their best to make good with what they have,hate speech,blacks
8032841_gab,now of course the towelhead perps will be perps that the police had on their radar and did nothing about,normal,towelhead
8568593_gab,this obnoxious nigger bitch on tucker show deserves a noose put around her neck and hanged until she dead,normal,nigger
